input,output
"Compliance Officer | Juridique | Westlaw, LexisNexis, Bloomberg Law, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de confidentialité
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité RGPD
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Westlaw, LexisNexis, Bloomberg Law, Excel
Documentation : Confluence
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : Bac+5 en droit (Master 2 ou équivalent)
• Expérience : 7+ ans
• Spécialisation : Westlaw, LexisNexis
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Legal Counsel | Juridique | Clio, MyCase, PracticePanther, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de travail
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité contractuelle
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Clio, MyCase, PracticePanther, Excel
Documentation : Confluence
Collaboration : SharePoint, Teams
Gestion : Asana

👤 Profil recherché :
• Formation : BTS en droit (Master 2 ou équivalent)
• Expérience : Junior (0-2 ans)
• Spécialisation : Clio, MyCase
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Data Protection Officer | Juridique | Thomson Reuters, Fastcase, Justia, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de prestation
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité RGPD
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Thomson Reuters, Fastcase, Justia, Excel
Documentation : SharePoint
Collaboration : SharePoint, Teams
Gestion : Trello

👤 Profil recherché :
• Formation : Bac+4 en droit (Master 2 ou équivalent)
• Expérience : 10+ ans
• Spécialisation : Thomson Reuters, Fastcase
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Compliance Officer | Juridique | Thomson Reuters, Fastcase, Justia, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de prestation
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité éthique
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Thomson Reuters, Fastcase, Justia, Excel
Documentation : Google Drive
Collaboration : SharePoint, Teams
Gestion : Trello

👤 Profil recherché :
• Formation : DUT en droit (Master 2 ou équivalent)
• Expérience : 5+ ans
• Spécialisation : Thomson Reuters, Fastcase
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Propriété Intellectuelle | Juridique | Legifrance, EUR-Lex, Trello, Teams","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats internationaux
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité contractuelle
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Legifrance, EUR-Lex, Trello, Teams
Documentation : SharePoint
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : Licence en droit (Master 2 ou équivalent)
• Expérience : 5+ ans
• Spécialisation : Legifrance, EUR-Lex
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Paralegal | Juridique | Westlaw, LexisNexis, Bloomberg Law, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats commerciaux
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité contractuelle
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Westlaw, LexisNexis, Bloomberg Law, Excel
Documentation : Confluence
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : DUT en droit (Master 2 ou équivalent)
• Expérience : 5+ ans
• Spécialisation : Westlaw, LexisNexis
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Contrats | Juridique | LegalTech, Doctrine, Lexis Nexis, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de prestation
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité RGPD
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : LegalTech, Doctrine, Lexis Nexis, Excel
Documentation : Google Drive
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : Master 2 en droit (Master 2 ou équivalent)
• Expérience : Expert (7+ ans)
• Spécialisation : LegalTech, Doctrine
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Contentieux | Juridique | ROSS Intelligence, Lex Machina, Ravel Law, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de confidentialité
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité RGPD
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : ROSS Intelligence, Lex Machina, Ravel Law, Excel
Documentation : Google Drive
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : Bac+3 en droit (Master 2 ou équivalent)
• Expérience : 5+ ans
• Spécialisation : ROSS Intelligence, Lex Machina
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Contrats | Juridique | LegalTech, Doctrine, Lexis Nexis, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats commerciaux
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité RGPD
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : LegalTech, Doctrine, Lexis Nexis, Excel
Documentation : Google Drive
Collaboration : SharePoint, Teams
Gestion : Asana

👤 Profil recherché :
• Formation : Bac+5 en droit (Master 2 ou équivalent)
• Expérience : Senior (5+ ans)
• Spécialisation : LegalTech, Doctrine
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste d'Entreprise | Juridique | AbacusLaw, Smokeball, Rocket Matter, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats internationaux
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité contractuelle
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : AbacusLaw, Smokeball, Rocket Matter, Excel
Documentation : Confluence
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : BTS en droit (Master 2 ou équivalent)
• Expérience : 3-5 ans
• Spécialisation : AbacusLaw, Smokeball
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Contrats | Juridique | Wolters Kluwer, CCH, ProLaw, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats internationaux
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité RGPD
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Wolters Kluwer, CCH, ProLaw, Excel
Documentation : SharePoint
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : Bac+3 en droit (Master 2 ou équivalent)
• Expérience : Confirmé (3-5 ans)
• Spécialisation : Wolters Kluwer, CCH
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste d'Entreprise | Juridique | Legifrance, EUR-Lex, Trello, Teams","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de prestation
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité RGPD
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Legifrance, EUR-Lex, Trello, Teams
Documentation : Confluence
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : Master 2 en droit (Master 2 ou équivalent)
• Expérience : 10+ ans
• Spécialisation : Legifrance, EUR-Lex
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste d'Entreprise | Juridique | LawGeex, Kira Systems, eBrevia, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de travail
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité RGPD
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : LawGeex, Kira Systems, eBrevia, Excel
Documentation : SharePoint
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : Bac+3 en droit (Master 2 ou équivalent)
• Expérience : Junior (0-2 ans)
• Spécialisation : LawGeex, Kira Systems
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Paralegal | Juridique | Thomson Reuters, Fastcase, Justia, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats internationaux
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité éthique
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Thomson Reuters, Fastcase, Justia, Excel
Documentation : Google Drive
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : Master 2 en droit (Master 2 ou équivalent)
• Expérience : 3-5 ans
• Spécialisation : Thomson Reuters, Fastcase
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Propriété Intellectuelle | Juridique | Legifrance, EUR-Lex, Trello, Teams","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de confidentialité
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité RGPD
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Legifrance, EUR-Lex, Trello, Teams
Documentation : SharePoint
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : Licence en droit (Master 2 ou équivalent)
• Expérience : Confirmé (3-5 ans)
• Spécialisation : Legifrance, EUR-Lex
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Propriété Intellectuelle | Juridique | LawGeex, Kira Systems, eBrevia, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats commerciaux
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité RGPD
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : LawGeex, Kira Systems, eBrevia, Excel
Documentation : SharePoint
Collaboration : SharePoint, Teams
Gestion : Asana

👤 Profil recherché :
• Formation : DUT en droit (Master 2 ou équivalent)
• Expérience : Senior (5+ ans)
• Spécialisation : LawGeex, Kira Systems
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Droit Social | Juridique | Ironclad, Agiloft, Conga, SharePoint","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de travail
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité éthique
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Ironclad, Agiloft, Conga, SharePoint
Documentation : Confluence
Collaboration : SharePoint, Teams
Gestion : Trello

👤 Profil recherché :
• Formation : Bac+3 en droit (Master 2 ou équivalent)
• Expérience : 7+ ans
• Spécialisation : Ironclad, Agiloft
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Contentieux | Juridique | Thomson Reuters, Fastcase, Justia, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de confidentialité
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité contractuelle
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Thomson Reuters, Fastcase, Justia, Excel
Documentation : Confluence
Collaboration : SharePoint, Teams
Gestion : Asana

👤 Profil recherché :
• Formation : Bac+2 en droit (Master 2 ou équivalent)
• Expérience : 2-3 ans
• Spécialisation : Thomson Reuters, Fastcase
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Droit Social | Juridique | Legifrance, EUR-Lex, Trello, Teams","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de travail
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité contractuelle
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Legifrance, EUR-Lex, Trello, Teams
Documentation : SharePoint
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : Bac+5 en droit (Master 2 ou équivalent)
• Expérience : 7+ ans
• Spécialisation : Legifrance, EUR-Lex
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Contrats | Juridique | Contract Management, DocuSign, Salesforce, SharePoint","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de prestation
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité réglementaire
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Contract Management, DocuSign, Salesforce, SharePoint
Documentation : Google Drive
Collaboration : SharePoint, Teams
Gestion : Asana

👤 Profil recherché :
• Formation : Bac+3 en droit (Master 2 ou équivalent)
• Expérience : Junior (0-2 ans)
• Spécialisation : Contract Management, DocuSign
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Data Protection Officer | Juridique | Legifrance, EUR-Lex, Trello, Teams","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats commerciaux
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité éthique
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Legifrance, EUR-Lex, Trello, Teams
Documentation : Confluence
Collaboration : SharePoint, Teams
Gestion : Asana

👤 Profil recherché :
• Formation : Licence en droit (Master 2 ou équivalent)
• Expérience : 10+ ans
• Spécialisation : Legifrance, EUR-Lex
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Responsable Juridique | Juridique | LawGeex, Kira Systems, eBrevia, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats internationaux
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité éthique
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : LawGeex, Kira Systems, eBrevia, Excel
Documentation : SharePoint
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : BTS en droit (Master 2 ou équivalent)
• Expérience : 1-2 ans
• Spécialisation : LawGeex, Kira Systems
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Data Protection Officer | Juridique | AbacusLaw, Smokeball, Rocket Matter, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de travail
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité RGPD
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : AbacusLaw, Smokeball, Rocket Matter, Excel
Documentation : Confluence
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : Master 2 en droit (Master 2 ou équivalent)
• Expérience : Confirmé (3-5 ans)
• Spécialisation : AbacusLaw, Smokeball
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Legal Counsel | Juridique | HelloSign, SignNow, Adobe Sign, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats commerciaux
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité contractuelle
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : HelloSign, SignNow, Adobe Sign, Excel
Documentation : Google Drive
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : Bac+3 en droit (Master 2 ou équivalent)
• Expérience : Junior (0-2 ans)
• Spécialisation : HelloSign, SignNow
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Legal Counsel | Juridique | Wolters Kluwer, CCH, ProLaw, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de travail
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité contractuelle
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Wolters Kluwer, CCH, ProLaw, Excel
Documentation : Google Drive
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : Bac+2 en droit (Master 2 ou équivalent)
• Expérience : 1-2 ans
• Spécialisation : Wolters Kluwer, CCH
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Paralegal | Juridique | Dalloz, Lexbase, Excel, Word","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats commerciaux
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité réglementaire
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Dalloz, Lexbase, Excel, Word
Documentation : Google Drive
Collaboration : SharePoint, Teams
Gestion : Asana

👤 Profil recherché :
• Formation : Bac+5 en droit (Master 2 ou équivalent)
• Expérience : 1-2 ans
• Spécialisation : Dalloz, Lexbase
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste d'Entreprise | Juridique | Dalloz, Lexbase, Excel, Word","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de travail
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité RGPD
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Dalloz, Lexbase, Excel, Word
Documentation : Confluence
Collaboration : SharePoint, Teams
Gestion : Trello

👤 Profil recherché :
• Formation : Bac+4 en droit (Master 2 ou équivalent)
• Expérience : Junior (0-2 ans)
• Spécialisation : Dalloz, Lexbase
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste d'Entreprise | Juridique | Contract Management, DocuSign, Salesforce, SharePoint","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de travail
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité réglementaire
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Contract Management, DocuSign, Salesforce, SharePoint
Documentation : Confluence
Collaboration : SharePoint, Teams
Gestion : Asana

👤 Profil recherché :
• Formation : Bac+2 en droit (Master 2 ou équivalent)
• Expérience : 1-2 ans
• Spécialisation : Contract Management, DocuSign
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Propriété Intellectuelle | Juridique | Thomson Reuters, Fastcase, Justia, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de prestation
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité réglementaire
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Thomson Reuters, Fastcase, Justia, Excel
Documentation : SharePoint
Collaboration : SharePoint, Teams
Gestion : Jira

👤 Profil recherché :
• Formation : Master 2 en droit (Master 2 ou équivalent)
• Expérience : 1-2 ans
• Spécialisation : Thomson Reuters, Fastcase
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Droit Social | Juridique | Thomson Reuters, Fastcase, Justia, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de confidentialité
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité RGPD
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Thomson Reuters, Fastcase, Justia, Excel
Documentation : Google Drive
Collaboration : SharePoint, Teams
Gestion : Trello

👤 Profil recherché :
• Formation : Bac+3 en droit (Master 2 ou équivalent)
• Expérience : Senior (5+ ans)
• Spécialisation : Thomson Reuters, Fastcase
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Responsable Juridique | Juridique | Legal Files, Filevine, CASEpeer, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats internationaux
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité éthique
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Legal Files, Filevine, CASEpeer, Excel
Documentation : Confluence
Collaboration : SharePoint, Teams
Gestion : Asana

👤 Profil recherché :
• Formation : Bac+2 en droit (Master 2 ou équivalent)
• Expérience : Expert (7+ ans)
• Spécialisation : Legal Files, Filevine
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Propriété Intellectuelle | Juridique | Thomson Reuters, Fastcase, Justia, Excel","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de prestation
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité éthique
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Thomson Reuters, Fastcase, Justia, Excel
Documentation : Google Drive
Collaboration : SharePoint, Teams
Gestion : Trello

👤 Profil recherché :
• Formation : Bac+5 en droit (Master 2 ou équivalent)
• Expérience : Expert (7+ ans)
• Spécialisation : Thomson Reuters, Fastcase
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
"Juriste Propriété Intellectuelle | Juridique | Dalloz, Lexbase, Excel, Word","Assurez la sécurité juridique de l'entreprise et conseillez les opérationnels sur les questions légales.

🎯 Missions principales :
• Rédiger et négocier les contrats de confidentialité
• Conseiller les équipes sur les problématiques juridiques
• Assurer une veille juridique et réglementaire
• Gérer les contentieux et relations avec les avocats
• Garantir la conformité éthique
• Former les collaborateurs aux enjeux juridiques
• Participer aux projets stratégiques

💻 Outils juridiques :
Bases légales : Dalloz, Lexbase, Excel, Word
Documentation : Confluence
Collaboration : SharePoint, Teams
Gestion : Trello

👤 Profil recherché :
• Formation : Doctorat en droit (Master 2 ou équivalent)
• Expérience : Expert (7+ ans)
• Spécialisation : Dalloz, Lexbase
• Excellente maîtrise de la rédaction juridique
• Qualités : Rigueur, analyse, pédagogie, confidentialité"
